day_id,city_id,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise_num,sunset_num
D0014,C001,0.40425531914893614,0.0,0.20612813370473537,0.6111111111111107,0.0,0.8723404255319149,0.0,0.2734274711168164,0.3125,0.0,0.18291054739652873,0.0,0.37647058823529433,0.44221105527638205
D0015,C001,0.40425531914893614,0.0,0.27019498607242337,0.5925925925925917,0.0,0.9361702127659575,0.0,0.2734274711168164,0.3125,0.0,0.12016021361815754,0.0,0.3823529411764708,0.43718592964824055
D0016,C001,0.40425531914893614,0.03541076487252123,0.3871866295264624,0.6481481481481488,0.0,0.8723404255319149,0.0,0.2734274711168164,0.3125,0.0,0.09212283044058746,0.2,0.38823529411764723,0.4271356783919593
D0017,C001,0.6595744680851063,0.16288951841359772,0.9442896935933148,0.6296296296296298,0.0,0.4148936170212766,0.5,0.41335044929396664,0.3125,0.6666666666666665,0.10146862483311084,0.2,0.40000000000000013,0.40703517587939686
D0018,C001,0.44680851063829785,0.0,0.23676880222841223,0.6481481481481488,0.0,0.8723404255319149,0.0,0.2991014120667523,0.3125,0.0,0.0814419225634179,0.2,0.40000000000000013,0.40703517587939686
D0020,C001,0.44680851063829785,0.0,0.025069637883008356,0.6666666666666679,0.0,0.9361702127659575,1.0,0.2991014120667523,0.3125,0.0,0.06275033377837118,0.2,0.41176470588235303,0.391959798994975
D0021,C001,0.425531914893617,0.0,0.20612813370473537,0.6481481481481488,0.0,0.9361702127659575,0.0,0.2862644415917843,0.3125,0.0,0.10146862483311084,0.0,0.4176470588235295,0.3819095477386929
D0022,C001,0.46808510638297873,0.0,0.28690807799442897,0.6296296296296298,0.0,0.8191489361702128,0.0,0.3119383825417201,0.3125,0.0,0.15220293724966624,0.2,0.42352941176470593,0.37185929648241167
D0023,C001,0.46808510638297873,0.04532577903682719,0.19220055710306405,0.6296296296296298,0.0,0.9361702127659575,0.0,0.3119383825417201,0.3125,0.0,0.13217623497997333,0.2,0.4294117647058824,0.36683417085427106
D0024,C001,0.48936170212765956,0.04532577903682719,0.5543175487465182,0.6296296296296298,0.0,0.8191489361702128,0.75,0.3247753530166881,0.3125,0.0,0.13217623497997333,0.2,0.43529411764705883,0.35678391959798983
D0025,C001,0.46808510638297873,0.03541076487252123,0.3871866295264624,0.5925925925925917,0.011149825783972125,0.9361702127659575,0.5,0.3119383825417201,0.25,0.0,0.2429906542056075,0.2,0.4411764705882353,0.3467336683417086
D0026,C001,0.44680851063829785,0.005665722379603395,0.415041782729805,0.6111111111111107,0.0,0.7659574468085106,0.0,0.2991014120667523,0.3125,0.0,0.21228304405874504,0.4000000000000001,0.44705882352941173,0.341708542713568
D0027,C002,0.6382978723404255,0.13314447592067985,0.6657381615598886,0.5925925925925917,0.0,0.25531914893617025,0.25,0.40693196405648263,0.3125,0.6666666666666665,0.06275033377837118,0.0,0.3823529411764708,0.5527638190954773
D0029,C002,0.5319148936170213,0.005665722379603395,0.415041782729805,0.5925925925925917,0.0,0.7659574468085106,0.25,0.3761232349165597,0.3125,0.0,0.225634178905207,0.0,0.38823529411764723,0.5477386934673367
D0030,C002,0.5106382978723404,0.04532577903682719,0.5543175487465182,0.6666666666666679,0.0,0.7659574468085106,0.25,0.37098844672657255,0.3125,0.0,0.18291054739652873,0.0,0.38823529411764723,0.5376884422110546
D0031,C002,0.553191489361702,0.0,0.19220055710306405,0.5740740740740762,0.0,0.8191489361702128,0.0,0.3851091142490372,0.3125,0.0,0.15887850467289721,0.0,0.3941176470588237,0.532663316582914
D0032,C002,0.6170212765957446,0.18838526912181297,0.24791086350974928,0.518518518518519,0.2229965156794425,0.5106382978723404,0.75,0.43132220795892173,0.3125,0.0,0.4285714285714286,0.0,0.40000000000000013,0.5226130653266328
D0033,C002,0.8085106382978723,0.13314447592067985,0.47075208913649025,0.518518518518519,0.0,0.2446808510638298,0.5,0.5417201540436457,0.109375,0.0,0.6301735647530041,0.6000000000000001,0.4058823529411766,0.5175879396984921
D0034,C002,0.5957446808510638,0.18838526912181297,0.7771587743732591,0.5925925925925917,0.0,0.776595744680851,0.5,0.4249037227214378,0.25,0.0,0.33644859813084116,0.0,0.41176470588235303,0.5075376884422109
D0036,C002,0.553191489361702,0.10764872521246456,0.10863509749303621,0.6481481481481488,0.0,0.7659574468085106,0.25,0.38382541720154045,0.3125,0.0,0.21228304405874504,0.0,0.4176470588235295,0.4974874371859297
D0037,C002,0.5319148936170213,0.07648725212464587,0.16434540389972144,0.6481481481481488,0.0,0.7659574468085106,0.5,0.3761232349165597,0.3125,0.0,0.26435246995994666,0.0,0.42352941176470593,0.4874371859296476
D0038,C002,0.48936170212765956,0.005665722379603395,0.3871866295264624,0.6481481481481488,0.0,0.7659574468085106,0.25,0.3247753530166881,0.3125,0.0,0.2937249666221629,0.0,0.4294117647058824,0.48241206030150696
D0039,C002,0.5319148936170213,0.03541076487252123,0.6657381615598886,0.6111111111111107,0.0,0.8829787234042553,0.0,0.3761232349165597,0.3125,0.0,0.26435246995994666,0.0,0.43529411764705883,0.47236180904522573
D0040,C002,0.553191489361702,0.0,0.49860724233983283,0.5925925925925917,0.0,0.7659574468085106,0.25,0.3851091142490372,0.3125,0.0,0.03871829105473966,0.0,0.43529411764705883,0.4623115577889445
D0041,C002,0.5744680851063829,0.04532577903682719,0.9442896935933148,0.5925925925925917,0.0,0.8191489361702128,0.5,0.39537869062901154,0.3125,0.0,0.07209612817089453,0.0,0.4411764705882353,0.4572864321608039
D0043,C002,0.702127659574468,0.235127478753541,0.19220055710306405,0.5925925925925917,0.0,0.5638297872340425,0.5,0.5263157894736843,0.3125,0.6666666666666665,0.3271028037383178,0.0,0.45882352941176463,0.43216080402009993
D0044,C002,0.6170212765957446,0.07648725212464587,0.8885793871866295,0.6296296296296298,0.0,0.6808510638297872,0.75,0.42618741976893454,0.3125,0.0,0.2403204272363151,0.2,0.45882352941176463,0.43216080402009993
D0045,C002,0.6170212765957446,0.13314447592067985,0.5543175487465182,0.5370370370370381,0.0,0.5106382978723404,0.75,0.4056482670089859,0.21875,0.0,0.2696929238985314,0.0,0.45882352941176463,0.4271356783919593
D0046,C002,0.8297872340425532,0.38810198300283283,0.49860724233983283,0.5,0.0,0.10638297872340426,0.25,0.5340179717586649,0.25,0.0,0.5046728971962617,0.2,0.4647058823529411,0.4170854271356781
D0047,C002,0.6170212765957446,0.03541076487252123,0.9164345403899722,0.6481481481481488,0.0,0.6382978723404256,0.75,0.4249037227214378,0.3125,0.0,0.1108144192256342,0.0,0.47058823529411753,0.4120603015075375
D0048,C002,0.5957446808510638,0.07648725212464587,0.0807799442896936,0.6481481481481488,0.0,0.776595744680851,0.75,0.4197689345314506,0.3125,0.0,0.10413885180240322,0.0,0.476470588235294,0.40201005025125625
D0049,C002,0.5106382978723404,0.04532577903682719,0.19220055710306405,0.6851851851851869,0.0,0.9361702127659575,0.75,0.36970474967907574,0.3125,0.0,0.2817089452603472,0.0,0.48235294117647043,0.39698492462311563
D0050,C002,0.5106382978723404,0.0,0.025069637883008356,0.6111111111111107,0.0,0.8723404255319149,0.5,0.36970474967907574,0.3125,0.0,0.09879839786381844,0.0,0.48235294117647043,0.3869346733668335
D0051,C002,0.48936170212765956,0.005665722379603395,0.5264623955431755,0.5555555555555571,0.0,0.7659574468085106,0.0,0.3247753530166881,0.3125,0.0,0.13484646194926572,0.0,0.4882352941176469,0.3819095477386929
D0052,C002,0.5106382978723404,0.04532577903682719,0.6657381615598886,0.6296296296296298,0.004878048780487805,0.8191489361702128,0.5,0.37098844672657255,0.3125,0.0,0.18558077436582113,0.0,0.4941176470588238,0.37185929648241167
D0053,C003,0.5744680851063829,0.0,0.7493036211699164,0.6296296296296298,0.0,0.6702127659574468,0.75,0.4005134788189987,0.3125,0.5555555555555556,0.06809078771695595,0.6000000000000001,0.3529411764705881,0.17587939698492416
D0054,C003,0.48936170212765956,0.10764872521246456,0.3871866295264624,0.5925925925925917,0.0,0.9361702127659575,0.25,0.3247753530166881,0.25,0.0,0.20694259012016025,0.0,0.34705882352941164,0.17085427135678355
D0055,C003,0.5106382978723404,0.04532577903682719,0.7493036211699164,0.6111111111111107,0.003484320557491289,0.8723404255319149,0.75,0.36970474967907574,0.25,0.0,0.23097463284379177,0.0,0.34705882352941164,0.17085427135678355
D0056,C003,0.48936170212765956,0.0,0.49025069637883006,0.6111111111111107,0.0,0.9361702127659575,0.25,0.3247753530166881,0.3125,0.0,0.18825100133511352,0.0,0.3411764705882352,0.17085427135678355
D0057,C003,0.48936170212765956,0.0,0.5459610027855154,0.5925925925925917,0.0,0.9361702127659575,0.75,0.3247753530166881,0.25,0.0,0.18291054739652873,0.0,0.3411764705882352,0.17085427135678355
D0058,C003,0.5106382978723404,0.10764872521246456,0.6100278551532033,0.5740740740740762,0.0,0.8723404255319149,0.75,0.36970474967907574,0.3125,0.0,0.20160213618157546,0.0,0.33529411764705874,0.17085427135678355
D0059,C003,0.48936170212765956,0.04532577903682719,0.5821727019498608,0.6111111111111107,0.0,0.9361702127659575,0.75,0.3247753530166881,0.25,0.0,0.18825100133511352,0.0,0.33529411764705874,0.17085427135678355
D0060,C003,0.48936170212765956,0.07648725212464587,0.6100278551532033,0.6111111111111107,0.0,0.9361702127659575,0.75,0.3247753530166881,0.25,0.0,0.27369826435247,0.0,0.3294117647058823,0.17085427135678355
D0061,C003,0.5319148936170213,0.07648725212464587,0.637883008356546,0.5925925925925917,0.0,0.8191489361702128,0.75,0.38125802310654683,0.28125,0.0,0.1108144192256342,0.0,0.3294117647058823,0.17085427135678355
D0062,C003,0.5106382978723404,0.04532577903682719,0.6100278551532033,0.6111111111111107,0.0,0.8191489361702128,0.0,0.36970474967907574,0.3125,0.0,0.23097463284379177,0.0,0.32352941176470584,0.17085427135678355
D0063,C003,0.5319148936170213,0.16288951841359772,0.5821727019498608,0.5925925925925917,0.0,0.8191489361702128,0.25,0.37869062901155326,0.3125,0.0,0.3124165554072097,0.0,0.32352941176470584,0.17085427135678355
D0064,C003,0.5106382978723404,0.21954674220963172,0.5264623955431755,0.5925925925925917,0.0,0.8723404255319149,0.5,0.36970474967907574,0.28125,0.0,0.20694259012016025,0.0,0.3176470588235294,0.17085427135678355
D0065,C003,0.5319148936170213,0.04532577903682719,0.5543175487465182,0.6111111111111107,0.0,0.8191489361702128,0.75,0.37997432605905007,0.28125,0.0,0.2162883845126836,0.0,0.3176470588235294,0.16582914572864293
D0066,C003,0.5319148936170213,0.04532577903682719,0.5543175487465182,0.6296296296296298,0.0,0.7127659574468085,0.0,0.37869062901155326,0.3125,0.0,0.2790387182910548,0.0,0.31176470588235294,0.16582914572864293
D0067,C003,0.5106382978723404,0.16288951841359772,0.5264623955431755,0.5740740740740762,0.0,0.8191489361702128,0.25,0.36970474967907574,0.3125,0.0,0.24566088117489993,0.0,0.3058823529411765,0.16582914572864293
D0068,C003,0.5106382978723404,0.10764872521246456,0.5543175487465182,0.5555555555555571,0.0,0.8191489361702128,0.0,0.36970474967907574,0.25,0.0,0.2790387182910548,0.0,0.3058823529411765,0.16582914572864293
D0069,C003,0.5957446808510638,0.2903682719546742,0.7493036211699164,0.48148148148148096,0.0,0.6276595744680851,0.25,0.417201540436457,0.3125,0.5555555555555556,0.40453938584779714,0.0,0.30000000000000004,0.16582914572864293
D0070,C003,0.5319148936170213,0.18838526912181297,0.47075208913649025,0.5740740740740762,0.0,0.8191489361702128,0.5,0.37869062901155326,0.28125,0.0,0.2883845126835782,0.0,0.30000000000000004,0.16582914572864293
D0071,C003,0.5319148936170213,0.10764872521246456,0.5821727019498608,0.5925925925925917,0.0,0.8191489361702128,0.75,0.37869062901155326,0.3125,0.0,0.2937249666221629,0.0,0.2941176470588236,0.16582914572864293
D0072,C003,0.5106382978723404,0.04532577903682719,0.6657381615598886,0.5740740740740762,0.0,0.8723404255319149,0.25,0.36970474967907574,0.3125,0.0,0.23631508678237653,0.0,0.28823529411764715,0.16582914572864293
D0073,C003,0.5319148936170213,0.0,0.7242339832869081,0.5740740740740762,0.0,0.8191489361702128,0.0,0.37997432605905007,0.25,0.0,0.218958611481976,0.0,0.28823529411764715,0.16582914572864293
D0074,C003,0.5319148936170213,0.0,0.6545961002785515,0.5740740740740762,0.0,0.8829787234042553,0.0,0.37869062901155326,0.28125,0.0,0.20961281708945262,0.0,0.2823529411764707,0.16080402010050232
D0075,C003,0.5319148936170213,0.13314447592067985,0.5264623955431755,0.5925925925925917,0.0,0.8191489361702128,0.25,0.37869062901155326,0.25,0.0,0.2429906542056075,0.0,0.2823529411764707,0.16080402010050232
D0076,C003,0.5319148936170213,0.10764872521246456,0.49860724233983283,0.5740740740740762,0.0,0.8191489361702128,0.0,0.3774069319640565,0.3125,0.0,0.18157543391188255,0.0,0.27647058823529425,0.16080402010050232
D0077,C003,0.5319148936170213,0.04532577903682719,0.49860724233983283,0.5740740740740762,0.0,0.8191489361702128,0.25,0.37869062901155326,0.3125,0.0,0.23898531375166895,0.0,0.27647058823529425,0.16080402010050232
D0078,C003,0.5319148936170213,0.10764872521246456,0.5264623955431755,0.5740740740740762,0.0,0.8191489361702128,0.75,0.37869062901155326,0.3125,0.0,0.36315086782376504,0.0,0.2705882352941178,0.16080402010050232
D0080,C004,0.6595744680851063,0.18838526912181297,0.24791086350974928,0.6481481481481488,0.0,0.7340425531914894,0.5,0.48780487804878053,0.3125,0.0,0.4806408544726303,0.0,0.25294117647058845,0.25628140703517577
D0082,C004,0.6595744680851063,0.13314447592067985,0.22005571030640667,0.5925925925925917,0.0,0.7340425531914894,0.25,0.49037227214377405,0.3125,0.0,0.40453938584779714,0.0,0.25294117647058845,0.25125628140703515
D0083,C004,0.6595744680851063,0.10764872521246456,0.24791086350974928,0.5925925925925917,0.0,0.7340425531914894,0.5,0.48780487804878053,0.3125,0.0,0.3511348464619493,0.0,0.25294117647058845,0.25125628140703515
D0084,C004,0.6595744680851063,0.04532577903682719,0.3871866295264624,0.5740740740740762,0.0,0.7340425531914894,0.25,0.4839537869062901,0.3125,0.0,0.389853137516689,0.0,0.25294117647058845,0.24623115577889454
D0085,C004,0.6382978723404255,0.04532577903682719,0.3871866295264624,0.5740740740740762,0.0,0.723404255319149,0.25,0.4557124518613607,0.3125,0.0,0.40453938584779714,0.0,0.25294117647058845,0.24120603015075393
D0086,C004,0.6595744680851063,0.10764872521246456,0.2757660167130919,0.6111111111111107,0.0,0.6382978723404256,0.25,0.4736842105263158,0.3125,0.0,0.39919893190921235,0.0,0.25294117647058845,0.23618090452261242
D0088,C004,0.5957446808510638,0.04532577903682719,0.19220055710306405,0.5925925925925917,0.003484320557491289,0.9361702127659575,0.5,0.41463414634146345,0.3125,0.0,0.3511348464619493,0.0,0.2588235294117649,0.2311557788944718
D0089,C004,0.6595744680851063,0.18838526912181297,0.13649025069637882,0.5555555555555571,0.0,0.6808510638297872,0.25,0.4839537869062901,0.3125,0.0,0.39385847797062756,0.0,0.2588235294117649,0.2261306532663312
D0090,C004,0.6595744680851063,0.13314447592067985,0.10863509749303621,0.5370370370370381,0.006968641114982578,0.776595744680851,0.5,0.48908857509627723,0.3125,0.5555555555555556,0.3845126835781042,0.0,0.2588235294117649,0.22110552763819058
D0091,C004,0.6808510638297872,0.16288951841359772,0.6935933147632313,0.5370370370370381,0.003484320557491289,0.7340425531914894,0.5,0.5006418485237485,0.3125,0.5555555555555556,0.1441922563417891,0.0,0.2588235294117649,0.21608040201004997
D0092,C004,0.6382978723404255,0.04532577903682719,0.6100278551532033,0.5370370370370381,0.0,0.8297872340425532,0.25,0.45442875481386397,0.3125,0.6666666666666665,0.3845126835781042,0.0,0.2588235294117649,0.21608040201004997
D0093,C004,0.6808510638297872,0.04532577903682719,0.637883008356546,0.5370370370370381,0.0,0.6808510638297872,0.25,0.5109114249037228,0.3125,0.0,0.2790387182910548,0.0,0.2588235294117649,0.21105527638190935
D0094,C004,0.6595744680851063,0.04532577903682719,0.415041782729805,0.518518518518519,0.0,0.6808510638297872,0.25,0.47881899871630296,0.3125,0.6666666666666665,0.3805073431241656,0.0,0.2588235294117649,0.20603015075376874
D0095,C004,0.7234042553191489,0.13314447592067985,0.47075208913649025,0.5740740740740762,0.0,0.5638297872340425,0.25,0.5712451861360719,0.3125,0.6666666666666665,0.3124165554072097,0.0,0.2588235294117649,0.1959798994974875
D0096,C004,0.6595744680851063,0.04532577903682719,0.3036211699164345,0.5555555555555571,0.0,0.7340425531914894,0.25,0.47881899871630296,0.3125,0.6666666666666665,0.2696929238985314,0.0,0.2588235294117649,0.1959798994974875
D0097,C004,0.6595744680851063,0.10764872521246456,0.13649025069637882,0.5555555555555571,0.0,0.6808510638297872,0.25,0.4852374839537869,0.3125,0.0,0.29773030707610154,0.0,0.26470588235294135,0.1909547738693469
D0098,C004,0.6595744680851063,0.10764872521246456,0.22005571030640667,0.5555555555555571,0.0,0.7340425531914894,0.25,0.4826700898587933,0.3125,0.5555555555555556,0.33644859813084116,0.0,0.26470588235294135,0.1909547738693469
D0100,C004,0.6595744680851063,0.03541076487252123,0.22005571030640667,0.5555555555555571,0.0020905923344947735,0.7340425531914894,0.25,0.4826700898587933,0.3125,0.5555555555555556,0.1962616822429907,0.0,0.26470588235294135,0.18090452261306478
D0101,C004,0.6808510638297872,0.10764872521246456,0.24791086350974928,0.5555555555555571,0.0,0.6808510638297872,0.5,0.5083440308087291,0.3125,0.6666666666666665,0.3097463284379173,0.0,0.26470588235294135,0.17587939698492416
D0102,C004,0.6595744680851063,0.18838526912181297,0.24791086350974928,0.5555555555555571,0.0003484320557491289,0.776595744680851,0.5,0.48780487804878053,0.3125,0.5555555555555556,0.40987983978638187,0.0,0.26470588235294135,0.17085427135678355
D0104,C004,0.6808510638297872,0.16288951841359772,0.24791086350974928,0.518518518518519,0.0006968641114982578,0.6808510638297872,0.75,0.5173299101412067,0.3125,0.5555555555555556,0.37516688918558083,0.0,0.26470588235294135,0.16582914572864293
D0105,C005,0.23404255319148937,0.10764872521246456,0.19220055710306405,0.7592592592592595,0.0,0.6914893617021277,0.0,0.15789473684210525,0.3125,0.0,0.17356475300400537,0.0,0.747058823529412,0.316582914572864
D0107,C005,0.3829787234042553,0.0,0.10863509749303621,0.5555555555555571,0.0,0.4787234042553191,0.0,0.2605905006418485,0.3125,0.0,0.0814419225634179,0.0,0.7411764705882351,0.32160804020100464
D0108,C005,0.2978723404255319,0.13314447592067985,0.22005571030640667,0.6296296296296298,0.0,0.5957446808510638,0.0,0.19640564826700901,0.3125,0.0,0.24566088117489993,0.0,0.7294117647058822,0.32160804020100464
D0109,C005,0.40425531914893614,0.0,0.31197771587743733,0.46296296296296546,0.0,0.7021276595744681,0.0,0.2734274711168164,0.3125,0.0,0.2403204272363151,0.2,0.7235294117647058,0.32663316582914526
D0110,C005,0.2765957446808511,0.21954674220963172,0.47075208913649025,0.5925925925925917,0.003484320557491289,0.7446808510638298,0.0,0.1694480102695764,0.3125,0.0,0.30841121495327106,0.0,0.7176470588235293,0.33165829145728587
D0112,C005,0.2553191489361702,0.07648725212464587,0.47075208913649025,0.7407407407407405,0.0,0.5531914893617021,0.0,0.17843388960205392,0.3125,0.0,0.12016021361815754,0.0,0.7,0.3366834170854265
D0113,C005,0.2553191489361702,0.18838526912181297,0.3036211699164345,0.8518518518518512,0.0,0.5957446808510638,0.0,0.1566110397946085,0.3125,0.0,0.29773030707610154,0.0,0.6882352941176471,0.341708542713568
D0115,C005,0.3404255319148936,0.18838526912181297,0.6657381615598886,0.5,0.0,0.9361702127659575,0.75,0.220795892169448,0.3125,0.0,0.2790387182910548,0.0,0.6764705882352942,0.3467336683417086
D0116,C005,0.3829787234042553,0.07648725212464587,0.6657381615598886,0.6296296296296298,0.0,0.5638297872340425,0.0,0.2605905006418485,0.3125,0.0,0.18291054739652873,0.0,0.6647058823529413,0.3517587939698492
D0117,C005,0.40425531914893614,0.16288951841359772,0.10863509749303621,0.6111111111111107,0.0,0.4893617021276596,0.0,0.2734274711168164,0.3125,0.0,0.18825100133511352,0.0,0.6588235294117648,0.35678391959798983
D0118,C005,0.44680851063829785,0.16288951841359772,0.10863509749303621,0.5,0.0,0.6595744680851063,0.0,0.2991014120667523,0.3125,0.0,0.23631508678237653,0.0,0.6470588235294119,0.35678391959798983
D0119,C005,0.3829787234042553,0.38810198300283283,0.637883008356546,0.46296296296296546,0.0,0.7021276595744681,0.0,0.2605905006418485,0.3125,0.0,0.4526034712950602,0.0,0.6411764705882355,0.36180904522613044
D0120,C005,0.3617021276595745,0.10764872521246456,0.5821727019498608,0.6851851851851869,0.0,0.3723404255319149,0.0,0.25802310654685495,0.3125,0.0,0.07743658210947932,0.0,0.635294117647059,0.36683417085427106
D0121,C005,0.3617021276595745,0.10764872521246456,0.9442896935933148,0.7037037037037059,0.0,0.4787234042553191,0.0,0.2400513478818999,0.3125,0.2222222222222222,0.17356475300400537,0.0,0.6176470588235297,0.37185929648241167
D0122,C005,0.3829787234042553,0.18838526912181297,0.0807799442896936,0.6296296296296298,0.0,0.44680851063829785,0.0,0.2605905006418485,0.3125,0.0,0.20694259012016025,0.0,0.6176470588235297,0.37185929648241167
D0123,C005,0.5319148936170213,0.235127478753541,1.0,0.40740740740740833,0.0,0.4042553191489362,0.0,0.36970474967907574,0.3125,0.0,0.4566088117489987,0.0,0.6058823529411763,0.3768844221105523
D0124,C005,0.5106382978723404,0.21954674220963172,0.49860724233983283,0.40740740740740833,0.0,0.425531914893617,0.0,0.36970474967907574,0.3125,0.0,0.30841121495327106,0.2,0.5999999999999999,0.3819095477386929
D0126,C005,0.3404255319148936,0.21954674220963172,0.33147632311977715,0.7037037037037059,0.0,0.6063829787234043,0.0,0.220795892169448,0.3125,0.0,0.2883845126835782,0.0,0.5823529411764705,0.3869346733668335
D0129,C005,0.44680851063829785,0.07648725212464587,0.5543175487465182,0.5,0.0003484320557491289,0.8191489361702128,0.75,0.2991014120667523,0.28125,0.0,0.12016021361815754,0.0,0.5588235294117647,0.39698492462311563
D0130,C005,0.3191489361702128,0.31586402266288943,0.3593314763231198,0.6296296296296298,0.0,0.8085106382978723,0.25,0.19897304236200258,0.3125,0.0,0.3337783711615488,0.0,0.5470588235294118,0.40201005025125625
D0131,C006,0.702127659574468,0.07648725212464587,0.47075208913649025,0.3888888888888893,0.0,0.21276595744680854,0.25,0.42747111681643135,0.3125,0.7777777777777777,0.10146862483311084,0.0,0.4411764705882353,0.6432160804020102
D0132,C006,0.425531914893617,0.03541076487252123,0.13649025069637882,0.5370370370370381,0.0,0.574468085106383,0.0,0.2862644415917843,0.3125,0.4444444444444445,0.15887850467289721,0.0,0.44705882352941173,0.6381909547738687
D0133,C006,0.48936170212765956,0.07648725212464587,0.13649025069637882,0.6111111111111107,0.0,0.425531914893617,0.0,0.3247753530166881,0.3125,0.0,0.2216288384512684,0.0,0.44705882352941173,0.6381909547738687
D0135,C006,0.5744680851063829,0.03541076487252123,0.3593314763231198,0.5925925925925917,0.0,0.3191489361702128,0.0,0.3851091142490372,0.3125,0.0,0.27369826435247,0.0,0.45882352941176463,0.6231155778894468
D0136,C006,0.5957446808510638,0.2903682719546742,0.13649025069637882,0.5555555555555571,0.0,0.35106382978723405,0.0,0.39666238767650835,0.3125,0.0,0.3030707610146863,0.0,0.4647058823529411,0.6130653266331656
D0137,C006,0.5744680851063829,0.10764872521246456,0.16434540389972144,0.518518518518519,0.0,0.43617021276595747,0.0,0.39409499358151473,0.3125,0.0,0.225634178905207,0.0,0.47058823529411753,0.608040201005025
D0138,C006,0.5319148936170213,0.07648725212464587,0.24791086350974928,0.5740740740740762,0.0,0.26595744680851063,0.0,0.362002567394095,0.3125,0.0,0.18291054739652873,0.0,0.476470588235294,0.5979899497487438
D0139,C006,0.553191489361702,0.03541076487252123,0.22005571030640667,0.5925925925925917,0.0,0.2978723404255319,0.0,0.3632862644415918,0.3125,0.0,0.21228304405874504,0.2,0.48235294117647043,0.5879396984924616
D0140,C006,0.5106382978723404,0.0,0.025069637883008356,0.5555555555555571,0.0,0.425531914893617,0.0,0.36713735558408217,0.3125,0.0,0.26435246995994666,0.0,0.4882352941176469,0.582914572864321
D0142,C006,0.48936170212765956,0.0,0.036211699164345405,0.5370370370370381,0.0,0.6702127659574468,0.25,0.3247753530166881,0.3125,0.0,0.1975967957276369,0.0,0.4941176470588238,0.5628140703517586
D0143,C006,0.40425531914893614,0.03541076487252123,0.33147632311977715,0.518518518518519,0.0,0.7553191489361702,0.37,0.2734274711168164,0.3125,0.0,0.03871829105473966,0.0,0.5000000000000002,0.557788944723618
D0144,C006,0.3191489361702128,0.07648725212464587,0.6935933147632313,0.5740740740740762,0.0,0.4787234042553191,0.0,0.2130937098844673,0.3125,0.0,0.24966622162883845,0.0,0.5058823529411767,0.5477386934673367
D0145,C006,0.3829787234042553,0.0,0.06685236768802229,0.5740740740740762,0.0,0.7021276595744681,0.0,0.2605905006418485,0.3125,0.0,0.17356475300400537,0.0,0.5117647058823531,0.5376884422110546
D0147,C006,0.5744680851063829,0.03541076487252123,0.3871866295264624,0.6111111111111107,0.0,0.25531914893617025,0.25,0.37098844672657255,0.3125,0.5555555555555556,0.05740987983978639,0.0,0.5294117647058825,0.5125628140703515
